sig_id	type	common_name	source	source_id	method	coef	consensus
13055	D1	BRD-K43456220	LINCS	BRD-K43456220	LIMMA_t	trt	1
13056	D1	acetazolamide	LINCS	BRD-K43457670	LIMMA_t	trt	1
13057	D1	BRD-K43460092	LINCS	BRD-K43460092	LIMMA_t	trt	1
13058	D1	BRD-K43467947	LINCS	BRD-K43467947	LIMMA_t	trt	1
13059	D1	BRD-K43472599	LINCS	BRD-K43472599	LIMMA_t	trt	1
13060	D1	BRD-K43481697	LINCS	BRD-K43481697	LIMMA_t	trt	1
13061	D1	BRD-K43498025	LINCS	BRD-K43498025	LIMMA_t	trt	1
13062	D1	BRD-K43499440	LINCS	BRD-K43499440	LIMMA_t	trt	1
13063	D1	BRD-K43503317	LINCS	BRD-K43503317	LIMMA_t	trt	1
13064	D1	BRD-K43518940	LINCS	BRD-K43518940	LIMMA_t	trt	1
13065	D1	BRD-K43519318	LINCS	BRD-K43519318	LIMMA_t	trt	1
13066	D1	BRD-K43524201	LINCS	BRD-K43524201	LIMMA_t	trt	1
13067	D1	BRD-K43526306	LINCS	BRD-K43526306	LIMMA_t	trt	1
13068	D1	BRD-K43528099	LINCS	BRD-K43528099	LIMMA_t	trt	1
13069	D1	BRD-K43533284	LINCS	BRD-K43533284	LIMMA_t	trt	1
13070	D1	BRD-K43540029	LINCS	BRD-K43540029	LIMMA_t	trt	1
13071	D1	oxandrolone	LINCS	BRD-K43544024	LIMMA_t	trt	1
13072	D1	BRD-K43550773	LINCS	BRD-K43550773	LIMMA_t	trt	1
13073	D1	BRD-K43556160	LINCS	BRD-K43556160	LIMMA_t	trt	1
13074	D1	BRD-K43566466	LINCS	BRD-K43566466	LIMMA_t	trt	1
13075	D1	BRD-K43568193	LINCS	BRD-K43568193	LIMMA_t	trt	1
13076	D1	BRD-K43570134	LINCS	BRD-K43570134	LIMMA_t	trt	1
13077	D1	IQ1	LINCS	BRD-K43571060	LIMMA_t	trt	1
13078	D1	BRD-K43571148	LINCS	BRD-K43571148	LIMMA_t	trt	1
13079	D1	BRD-K43579410	LINCS	BRD-K43579410	LIMMA_t	trt	1
13080	D1	BRD-K43580610	LINCS	BRD-K43580610	LIMMA_t	trt	1
13081	D1	BRD-K43601041	LINCS	BRD-K43601041	LIMMA_t	trt	1
13082	D1	BRD-K43604368	LINCS	BRD-K43604368	LIMMA_t	trt	1
13083	D1	BRD-K43605845	LINCS	BRD-K43605845	LIMMA_t	trt	1
13084	D1	BRD-K43609604	LINCS	BRD-K43609604	LIMMA_t	trt	1
13085	D1	BRD-K43615608	LINCS	BRD-K43615608	LIMMA_t	trt	1
13086	D1	CHEMBL-399379	LINCS	BRD-K43620258	LIMMA_t	trt	1
13087	D1	BRD-K43634429	LINCS	BRD-K43634429	LIMMA_t	trt	1
13088	D1	BRD-K43637338	LINCS	BRD-K43637338	LIMMA_t	trt	1
13089	D1	BRD-K43638827	LINCS	BRD-K43638827	LIMMA_t	trt	1
13090	D1	BRD-K43650237	LINCS	BRD-K43650237	LIMMA_t	trt	1
13091	D1	BRD-K43653210	LINCS	BRD-K43653210	LIMMA_t	trt	1
13092	D1	BRD-K43680293	LINCS	BRD-K43680293	LIMMA_t	trt	1
13093	D1	BRD-K43683841	LINCS	BRD-K43683841	LIMMA_t	trt	1
13094	D1	dimethadione	LINCS	BRD-K43687498	LIMMA_t	trt	1
13095	D1	BRD-K43690686	LINCS	BRD-K43690686	LIMMA_t	trt	1
13096	D1	BRD-K43692189	LINCS	BRD-K43692189	LIMMA_t	trt	1
13097	D1	BRD-K43708940	LINCS	BRD-K43708940	LIMMA_t	trt	1
13098	D1	SA-1922261	LINCS	BRD-K43713542	LIMMA_t	trt	1
13099	D1	BRD-K43714262	LINCS	BRD-K43714262	LIMMA_t	trt	1
13100	D1	BRD-K43714340	LINCS	BRD-K43714340	LIMMA_t	trt	1
13101	D1	BRD-K43721143	LINCS	BRD-K43721143	LIMMA_t	trt	1
13102	D1	BRD-K43732469	LINCS	BRD-K43732469	LIMMA_t	trt	1
13103	D1	BRD-K43744546	LINCS	BRD-K43744546	LIMMA_t	trt	1
13104	D1	dexketoprofen	LINCS	BRD-K43764301	LIMMA_t	trt	1
13105	D1	BRD-K43774268	LINCS	BRD-K43774268	LIMMA_t	trt	1
13106	D1	BRD-K43776433	LINCS	BRD-K43776433	LIMMA_t	trt	1
13107	D1	BRD-K43781861	LINCS	BRD-K43781861	LIMMA_t	trt	1
13108	D1	BRD-K43782664	LINCS	BRD-K43782664	LIMMA_t	trt	1
13109	D1	BRD-K43782840	LINCS	BRD-K43782840	LIMMA_t	trt	1
13110	D1	BRD-K43782924	LINCS	BRD-K43782924	LIMMA_t	trt	1
13111	D1	BRD-K43786699	LINCS	BRD-K43786699	LIMMA_t	trt	1
13112	D1	opipramol	LINCS	BRD-K43786866	LIMMA_t	trt	1
13113	D1	BRD-K43792870	LINCS	BRD-K43792870	LIMMA_t	trt	1
13114	D1	BRD-K43806450	LINCS	BRD-K43806450	LIMMA_t	trt	1
13115	D1	naftifine	LINCS	BRD-K43813806	LIMMA_t	trt	0
13116	D1	BRD-K43814749	LINCS	BRD-K43814749	LIMMA_t	trt	1
13117	D1	BRD-K43820987	LINCS	BRD-K43820987	LIMMA_t	trt	1
13118	D1	BRD-K43830653	LINCS	BRD-K43830653	LIMMA_t	trt	1
13119	D1	BRD-K43838150	LINCS	BRD-K43838150	LIMMA_t	trt	1
13120	D1	BRD-K43842808	LINCS	BRD-K43842808	LIMMA_t	trt	1
13121	D1	BRD-K43848904	LINCS	BRD-K43848904	LIMMA_t	trt	1
13122	D1	BRD-K43851624	LINCS	BRD-K43851624	LIMMA_t	trt	1
13123	D1	BRD-K43852369	LINCS	BRD-K43852369	LIMMA_t	trt	1
13124	D1	BRD-K43862194	LINCS	BRD-K43862194	LIMMA_t	trt	1
13125	D1	BRD-K43874853	LINCS	BRD-K43874853	LIMMA_t	trt	1
13126	D1	BRD-K43880650	LINCS	BRD-K43880650	LIMMA_t	trt	1
13127	D1	BRD-K43905345	LINCS	BRD-K43905345	LIMMA_t	trt	1
13128	D1	BRD-K43913647	LINCS	BRD-K43913647	LIMMA_t	trt	1
13129	D1	BRD-K43915000	LINCS	BRD-K43915000	LIMMA_t	trt	1
13130	D1	BRD-K43931839	LINCS	BRD-K43931839	LIMMA_t	trt	1
13131	D1	BRD-K43939579	LINCS	BRD-K43939579	LIMMA_t	trt	1
13132	D1	BRD-K43947390	LINCS	BRD-K43947390	LIMMA_t	trt	1
13133	D1	BRD-K43955935	LINCS	BRD-K43955935	LIMMA_t	trt	1
13134	D1	BRD-K43955991	LINCS	BRD-K43955991	LIMMA_t	trt	1
13135	D1	BRD-K43963447	LINCS	BRD-K43963447	LIMMA_t	trt	1
13136	D1	BRD-K43966462	LINCS	BRD-K43966462	LIMMA_t	trt	1
13137	D1	BRD-K43971874	LINCS	BRD-K43971874	LIMMA_t	trt	1
13138	D1	BRD-K43980524	LINCS	BRD-K43980524	LIMMA_t	trt	1
13139	D1	BRD-K43982847	LINCS	BRD-K43982847	LIMMA_t	trt	1
13140	D1	BRD-K43992612	LINCS	BRD-K43992612	LIMMA_t	trt	1
13141	D1	acefylline	LINCS	BRD-K44004064	LIMMA_t	trt	1
13142	D1	BRD-K44011183	LINCS	BRD-K44011183	LIMMA_t	trt	1
13143	D1	BRD-K44012584	LINCS	BRD-K44012584	LIMMA_t	trt	1
13144	D1	BRD-K44015831	LINCS	BRD-K44015831	LIMMA_t	trt	1
13145	D1	BRD-K44021875	LINCS	BRD-K44021875	LIMMA_t	trt	1
13146	D1	BRD-K44026015	LINCS	BRD-K44026015	LIMMA_t	trt	1
13147	D1	BRD-K44029733	LINCS	BRD-K44029733	LIMMA_t	trt	1
13148	D1	BRD-K44029853	LINCS	BRD-K44029853	LIMMA_t	trt	1
13149	D1	BRD-K44070326	LINCS	BRD-K44070326	LIMMA_t	trt	1
13150	D1	BRD-K44079161	LINCS	BRD-K44079161	LIMMA_t	trt	1
13151	D1	BRD-K44080306	LINCS	BRD-K44080306	LIMMA_t	trt	1
13152	D1	mifepristone	LINCS	BRD-K44094313	LIMMA_t	trt	0
13153	D1	tacrolimus	LINCS	BRD-K44094599	LIMMA_t	trt	0
13154	D1	BRD-K44097254	LINCS	BRD-K44097254	LIMMA_t	trt	1
13155	D1	BRD-K44098776	LINCS	BRD-K44098776	LIMMA_t	trt	1
13156	D1	BRD-K44119437	LINCS	BRD-K44119437	LIMMA_t	trt	1
13157	D1	BRD-K44123761	LINCS	BRD-K44123761	LIMMA_t	trt	1
13158	D1	sulbactam	LINCS	BRD-K44133266	LIMMA_t	trt	1
13159	D1	BRD-K44134539	LINCS	BRD-K44134539	LIMMA_t	trt	1
13160	D1	HTS-12264SC	LINCS	BRD-K44136596	LIMMA_t	trt	1
13161	D1	BRD-K44150994	LINCS	BRD-K44150994	LIMMA_t	trt	1
13162	D1	BRD-K44161636	LINCS	BRD-K44161636	LIMMA_t	trt	1
13163	D1	BRD-K44194212	LINCS	BRD-K44194212	LIMMA_t	trt	1
13164	D1	BRD-K44200196	LINCS	BRD-K44200196	LIMMA_t	trt	1
13165	D1	BRD-K44204702	LINCS	BRD-K44204702	LIMMA_t	trt	1
13166	D1	BRD-K44205194	LINCS	BRD-K44205194	LIMMA_t	trt	1
13167	D1	BRD-K44207800	LINCS	BRD-K44207800	LIMMA_t	trt	1
13168	D1	BRD-K44225498	LINCS	BRD-K44225498	LIMMA_t	trt	1
13169	D1	BRD-K44229115	LINCS	BRD-K44229115	LIMMA_t	trt	1
13170	D1	BRD-K44235509	LINCS	BRD-K44235509	LIMMA_t	trt	1
13171	D1	BRD-K44242139	LINCS	BRD-K44242139	LIMMA_t	trt	1
13172	D1	BRD-K44245916	LINCS	BRD-K44245916	LIMMA_t	trt	1
13173	D1	BRD-K44261129	LINCS	BRD-K44261129	LIMMA_t	trt	1
13174	D1	tolnaftate	LINCS	BRD-K44273375	LIMMA_t	trt	1
13175	D1	BRD-K44289311	LINCS	BRD-K44289311	LIMMA_t	trt	1
13176	D1	BRD-K44316554	LINCS	BRD-K44316554	LIMMA_t	trt	1
13177	D1	BRD-K44320761	LINCS	BRD-K44320761	LIMMA_t	trt	1
13178	D1	BRD-K44338067	LINCS	BRD-K44338067	LIMMA_t	trt	1
13179	D1	BRD-K44341698	LINCS	BRD-K44341698	LIMMA_t	trt	1
13180	D1	BRD-K44352336	LINCS	BRD-K44352336	LIMMA_t	trt	1
13181	D1	BRD-K44360367	LINCS	BRD-K44360367	LIMMA_t	trt	1
13182	D1	BRD-K44363090	LINCS	BRD-K44363090	LIMMA_t	trt	1
13183	D1	BRD-K44363560	LINCS	BRD-K44363560	LIMMA_t	trt	1
13184	D1	BRD-K44366801	LINCS	BRD-K44366801	LIMMA_t	trt	1
13185	D1	BRD-K44366812	LINCS	BRD-K44366812	LIMMA_t	trt	1
13186	D1	BRD-K44368508	LINCS	BRD-K44368508	LIMMA_t	trt	1
13187	D1	BRD-K44387261	LINCS	BRD-K44387261	LIMMA_t	trt	1
13188	D1	BRD-K44401329	LINCS	BRD-K44401329	LIMMA_t	trt	1
13189	D1	BRD-K44413293	LINCS	BRD-K44413293	LIMMA_t	trt	1
13190	D1	BRD-K44417704	LINCS	BRD-K44417704	LIMMA_t	trt	1
13191	D1	BRD-K44421266	LINCS	BRD-K44421266	LIMMA_t	trt	1
13192	D1	BRD-K44421914	LINCS	BRD-K44421914	LIMMA_t	trt	1
13193	D1	BRD-K44422244	LINCS	BRD-K44422244	LIMMA_t	trt	1
13194	D1	BRD-K44436874	LINCS	BRD-K44436874	LIMMA_t	trt	1
13195	D1	BRD-K44446302	LINCS	BRD-K44446302	LIMMA_t	trt	1
13196	D1	BRD-K44452237	LINCS	BRD-K44452237	LIMMA_t	trt	1
13197	D1	BRD-K44478610	LINCS	BRD-K44478610	LIMMA_t	trt	1
13198	D1	BRD-K44480322	LINCS	BRD-K44480322	LIMMA_t	trt	1
13199	D1	BRD-K44480417	LINCS	BRD-K44480417	LIMMA_t	trt	1
13200	D1	BRD-K44482328	LINCS	BRD-K44482328	LIMMA_t	trt	1
13201	D1	BRD-K44485049	LINCS	BRD-K44485049	LIMMA_t	trt	1
13202	D1	reserpine	LINCS	BRD-K44495371	LIMMA_t	trt	0
13203	D1	enalapril	LINCS	BRD-K44497846	LIMMA_t	trt	0
13204	D1	BRD-K44510578	LINCS	BRD-K44510578	LIMMA_t	trt	1
13205	D1	BRD-K44511222	LINCS	BRD-K44511222	LIMMA_t	trt	1
13206	D1	BRD-K44521151	LINCS	BRD-K44521151	LIMMA_t	trt	1
13207	D1	BRD-K44525591	LINCS	BRD-K44525591	LIMMA_t	trt	1
13208	D1	BRD-K44541805	LINCS	BRD-K44541805	LIMMA_t	trt	1
13209	D1	BRD-K44547539	LINCS	BRD-K44547539	LIMMA_t	trt	1
13210	D1	BRD-K44549295	LINCS	BRD-K44549295	LIMMA_t	trt	1
13211	D1	BRD-K44559054	LINCS	BRD-K44559054	LIMMA_t	trt	1
13212	D1	BRD-K44562105	LINCS	BRD-K44562105	LIMMA_t	trt	1
13213	D1	BRD-K44562621	LINCS	BRD-K44562621	LIMMA_t	trt	1
13214	D1	BRD-K44568925	LINCS	BRD-K44568925	LIMMA_t	trt	1
13215	D1	BRD-K44579616	LINCS	BRD-K44579616	LIMMA_t	trt	1
13216	D1	BRD-K44586044	LINCS	BRD-K44586044	LIMMA_t	trt	1
13217	D1	BRD-K44589075	LINCS	BRD-K44589075	LIMMA_t	trt	1
13218	D1	BRD-K44598486	LINCS	BRD-K44598486	LIMMA_t	trt	1
13219	D1	BRD-K44624970	LINCS	BRD-K44624970	LIMMA_t	trt	1
13220	D1	BRD-K44633836	LINCS	BRD-K44633836	LIMMA_t	trt	1
13221	D1	BRD-K44635753	LINCS	BRD-K44635753	LIMMA_t	trt	1
13222	D1	BRD-K44638353	LINCS	BRD-K44638353	LIMMA_t	trt	1
13223	D1	BRD-K44640039	LINCS	BRD-K44640039	LIMMA_t	trt	1
13224	D1	BRD-K44641066	LINCS	BRD-K44641066	LIMMA_t	trt	1
13225	D1	BRD-K44647644	LINCS	BRD-K44647644	LIMMA_t	trt	1
13226	D1	BRD-K44657322	LINCS	BRD-K44657322	LIMMA_t	trt	1
13227	D1	BRD-K44660322	LINCS	BRD-K44660322	LIMMA_t	trt	1
13228	D1	BRD-K44681861	LINCS	BRD-K44681861	LIMMA_t	trt	1
13229	D1	BRD-K44712456	LINCS	BRD-K44712456	LIMMA_t	trt	1
13230	D1	BRD-K44715408	LINCS	BRD-K44715408	LIMMA_t	trt	1
13231	D1	BRD-K44737208	LINCS	BRD-K44737208	LIMMA_t	trt	1
13232	D1	BRD-K44746563	LINCS	BRD-K44746563	LIMMA_t	trt	1
13233	D1	BRD-K44752001	LINCS	BRD-K44752001	LIMMA_t	trt	1
13234	D1	BRD-K44752364	LINCS	BRD-K44752364	LIMMA_t	trt	1
13235	D1	BRD-K44755254	LINCS	BRD-K44755254	LIMMA_t	trt	1
13236	D1	BRD-K44760520	LINCS	BRD-K44760520	LIMMA_t	trt	1
13237	D1	BRD-K44766290	LINCS	BRD-K44766290	LIMMA_t	trt	1
13238	D1	BRD-K44777226	LINCS	BRD-K44777226	LIMMA_t	trt	1
13239	D1	BRD-K44781836	LINCS	BRD-K44781836	LIMMA_t	trt	1
13240	D1	BRD-K44787412	LINCS	BRD-K44787412	LIMMA_t	trt	1
13241	D1	SA-1919248	LINCS	BRD-K44791842	LIMMA_t	trt	1
13242	D1	BRD-K44801029	LINCS	BRD-K44801029	LIMMA_t	trt	1
13243	D1	BRD-K44802037	LINCS	BRD-K44802037	LIMMA_t	trt	1
13244	D1	BRD-K44806584	LINCS	BRD-K44806584	LIMMA_t	trt	1
13245	D1	BRD-K44818533	LINCS	BRD-K44818533	LIMMA_t	trt	1
13246	D1	BRD-K44828732	LINCS	BRD-K44828732	LIMMA_t	trt	1
13247	D1	BRD-K44833108	LINCS	BRD-K44833108	LIMMA_t	trt	1
13248	D1	BRD-K44843438	LINCS	BRD-K44843438	LIMMA_t	trt	1
13249	D1	BRD-K44867089	LINCS	BRD-K44867089	LIMMA_t	trt	1
13250	D1	BRD-K44874209	LINCS	BRD-K44874209	LIMMA_t	trt	1
13251	D1	BRD-K44878051	LINCS	BRD-K44878051	LIMMA_t	trt	1
13252	D1	BRD-K44890352	LINCS	BRD-K44890352	LIMMA_t	trt	1
13253	D1	BRD-K44897098	LINCS	BRD-K44897098	LIMMA_t	trt	1
13254	D1	BRD-K44900726	LINCS	BRD-K44900726	LIMMA_t	trt	1
13255	D1	BRD-K44911253	LINCS	BRD-K44911253	LIMMA_t	trt	1
13256	D1	BRD-K44916273	LINCS	BRD-K44916273	LIMMA_t	trt	1
13257	D1	BRD-K44923117	LINCS	BRD-K44923117	LIMMA_t	trt	1
13258	D1	BRD-K44925448	LINCS	BRD-K44925448	LIMMA_t	trt	1
13259	D1	BRD-K44937047	LINCS	BRD-K44937047	LIMMA_t	trt	1
13260	D1	BRD-K44953633	LINCS	BRD-K44953633	LIMMA_t	trt	1
13261	D1	BRD-K44968548	LINCS	BRD-K44968548	LIMMA_t	trt	1
13262	D1	BRD-K44968554	LINCS	BRD-K44968554	LIMMA_t	trt	1
13263	D1	BRD-K44978017	LINCS	BRD-K44978017	LIMMA_t	trt	1
13264	D1	BRD-K44980533	LINCS	BRD-K44980533	LIMMA_t	trt	1
13265	D1	atenolol	LINCS	BRD-K44993696	LIMMA_t	trt	0
13266	D1	BRD-K44993940	LINCS	BRD-K44993940	LIMMA_t	trt	1
13267	D1	BRD-K44996602	LINCS	BRD-K44996602	LIMMA_t	trt	1
13268	D1	BRD-K44999613	LINCS	BRD-K44999613	LIMMA_t	trt	1
13269	D1	BRD-K45025380	LINCS	BRD-K45025380	LIMMA_t	trt	1
13270	D1	BRD-K45028867	LINCS	BRD-K45028867	LIMMA_t	trt	1
13271	D1	BRD-K45033698	LINCS	BRD-K45033698	LIMMA_t	trt	1
13272	D1	BRD-K45043387	LINCS	BRD-K45043387	LIMMA_t	trt	1
13273	D1	BRD-K45056194	LINCS	BRD-K45056194	LIMMA_t	trt	1
13274	D1	BRD-K45058329	LINCS	BRD-K45058329	LIMMA_t	trt	1
13275	D1	tetracaine	LINCS	BRD-K45071273	LIMMA_t	trt	1
13276	D1	BRD-K45077070	LINCS	BRD-K45077070	LIMMA_t	trt	1
13277	D1	sulfaguanidine	LINCS	BRD-K45086103	LIMMA_t	trt	1
13278	D1	BRD-K45090628	LINCS	BRD-K45090628	LIMMA_t	trt	1
13279	D1	BRD-K45092764	LINCS	BRD-K45092764	LIMMA_t	trt	1
13280	D1	BRD-K45098285	LINCS	BRD-K45098285	LIMMA_t	trt	1
13281	D1	BRD-K45114520	LINCS	BRD-K45114520	LIMMA_t	trt	1
13282	D1	BRD-K45115014	LINCS	BRD-K45115014	LIMMA_t	trt	1
13283	D1	BRD-K45124535	LINCS	BRD-K45124535	LIMMA_t	trt	1
13284	D1	BRD-K45138525	LINCS	BRD-K45138525	LIMMA_t	trt	1
13285	D1	BRD-K45145114	LINCS	BRD-K45145114	LIMMA_t	trt	1
13286	D1	BRD-K45147071	LINCS	BRD-K45147071	LIMMA_t	trt	1
13287	D1	amcinonide	LINCS	BRD-K45149020	LIMMA_t	trt	0
13288	D1	BRD-K45151011	LINCS	BRD-K45151011	LIMMA_t	trt	1
13289	D1	BRD-K45153357	LINCS	BRD-K45153357	LIMMA_t	trt	1
13290	D1	BRD-K45156967	LINCS	BRD-K45156967	LIMMA_t	trt	1
13291	D1	BRD-K45174347	LINCS	BRD-K45174347	LIMMA_t	trt	1
13292	D1	BRD-K45177540	LINCS	BRD-K45177540	LIMMA_t	trt	1
13293	D1	BRD-K45184415	LINCS	BRD-K45184415	LIMMA_t	trt	1
13294	D1	BRD-K45185691	LINCS	BRD-K45185691	LIMMA_t	trt	1
13295	D1	BRD-K45200389	LINCS	BRD-K45200389	LIMMA_t	trt	1
13296	D1	BRD-K45217009	LINCS	BRD-K45217009	LIMMA_t	trt	1
13297	D1	BRD-K45221651	LINCS	BRD-K45221651	LIMMA_t	trt	1
13298	D1	BRD-K45223163	LINCS	BRD-K45223163	LIMMA_t	trt	1
13299	D1	BRD-K45230579	LINCS	BRD-K45230579	LIMMA_t	trt	1
13300	D1	BRD-K45231555	LINCS	BRD-K45231555	LIMMA_t	trt	1
13301	D1	BRD-K45231869	LINCS	BRD-K45231869	LIMMA_t	trt	1
13302	D1	BRD-K45235808	LINCS	BRD-K45235808	LIMMA_t	trt	1
13303	D1	BRD-K45237033	LINCS	BRD-K45237033	LIMMA_t	trt	1
13304	D1	BRD-K45252909	LINCS	BRD-K45252909	LIMMA_t	trt	1
13305	D1	SD-6-035-A7	LINCS	BRD-K45253154	LIMMA_t	trt	1
13306	D1	BRD-K45258986	LINCS	BRD-K45258986	LIMMA_t	trt	1
13307	D1	BRD-K45265806	LINCS	BRD-K45265806	LIMMA_t	trt	1
13308	D1	BRD-K45295352	LINCS	BRD-K45295352	LIMMA_t	trt	1
13309	D1	BRD-K45307260	LINCS	BRD-K45307260	LIMMA_t	trt	1
13310	D1	BRD-K45307499	LINCS	BRD-K45307499	LIMMA_t	trt	1
13311	D1	BRD-K45319476	LINCS	BRD-K45319476	LIMMA_t	trt	1
13312	D1	BRD-K45319854	LINCS	BRD-K45319854	LIMMA_t	trt	1
13313	D1	BRD-K45322187	LINCS	BRD-K45322187	LIMMA_t	trt	1
13314	D1	BRD-K45327589	LINCS	BRD-K45327589	LIMMA_t	trt	1
13315	D1	BRD-K45336346	LINCS	BRD-K45336346	LIMMA_t	trt	1
13316	D1	BRD-K45339826	LINCS	BRD-K45339826	LIMMA_t	trt	1
13317	D1	BRD-K45340761	LINCS	BRD-K45340761	LIMMA_t	trt	1
13318	D1	BRD-K45347683	LINCS	BRD-K45347683	LIMMA_t	trt	1
13319	D1	BRD-K45355730	LINCS	BRD-K45355730	LIMMA_t	trt	1
13320	D1	BRD-K45358679	LINCS	BRD-K45358679	LIMMA_t	trt	1
13321	D1	BRD-K45358881	LINCS	BRD-K45358881	LIMMA_t	trt	1
13322	D1	BRD-K45371861	LINCS	BRD-K45371861	LIMMA_t	trt	1
13323	D1	BRD-K45383235	LINCS	BRD-K45383235	LIMMA_t	trt	1
13324	D1	BRD-K45383509	LINCS	BRD-K45383509	LIMMA_t	trt	1
13325	D1	BRD-K45386827	LINCS	BRD-K45386827	LIMMA_t	trt	1
13326	D1	betulinic-acid	LINCS	BRD-K45401373	LIMMA_t	trt	1
13327	D1	BRD-K45409613	LINCS	BRD-K45409613	LIMMA_t	trt	1
13328	D1	BRD-K45431864	LINCS	BRD-K45431864	LIMMA_t	trt	1
13329	D1	BRD-K45442578	LINCS	BRD-K45442578	LIMMA_t	trt	1
13330	D1	BRD-K45466167	LINCS	BRD-K45466167	LIMMA_t	trt	1
13331	D1	BRD-K45466793	LINCS	BRD-K45466793	LIMMA_t	trt	1
13332	D1	BRD-K45475981	LINCS	BRD-K45475981	LIMMA_t	trt	1
13333	D1	BRD-K45485804	LINCS	BRD-K45485804	LIMMA_t	trt	1
13334	D1	BRD-K45494661	LINCS	BRD-K45494661	LIMMA_t	trt	1
13335	D1	BRD-K45495870	LINCS	BRD-K45495870	LIMMA_t	trt	1
13336	D1	BRD-K45496021	LINCS	BRD-K45496021	LIMMA_t	trt	1
13337	D1	BRD-K45501379	LINCS	BRD-K45501379	LIMMA_t	trt	1
13338	D1	BRD-K45515828	LINCS	BRD-K45515828	LIMMA_t	trt	1
13339	D1	BRD-K45525014	LINCS	BRD-K45525014	LIMMA_t	trt	1
13340	D1	M-344	LINCS	BRD-K45528773	LIMMA_t	trt	1
13341	D1	BRD-K45534781	LINCS	BRD-K45534781	LIMMA_t	trt	1
13342	D1	BRD-K45542432	LINCS	BRD-K45542432	LIMMA_t	trt	1
13343	D1	BRD-K45543414	LINCS	BRD-K45543414	LIMMA_t	trt	1
13344	D1	BRD-K45571747	LINCS	BRD-K45571747	LIMMA_t	trt	1
13345	D1	BRD-K45576003	LINCS	BRD-K45576003	LIMMA_t	trt	1
13346	D1	BRD-K45582470	LINCS	BRD-K45582470	LIMMA_t	trt	1
13347	D1	BRD-K45591070	LINCS	BRD-K45591070	LIMMA_t	trt	1
13348	D1	BRD-K45595662	LINCS	BRD-K45595662	LIMMA_t	trt	1
13349	D1	BRD-K45601310	LINCS	BRD-K45601310	LIMMA_t	trt	1
13350	D1	BRD-K45613561	LINCS	BRD-K45613561	LIMMA_t	trt	1
13351	D1	BRD-K45615006	LINCS	BRD-K45615006	LIMMA_t	trt	1
13352	D1	BRD-K45628229	LINCS	BRD-K45628229	LIMMA_t	trt	1
13353	D1	BRD-K45630356	LINCS	BRD-K45630356	LIMMA_t	trt	1
13354	D1	BRD-K45656768	LINCS	BRD-K45656768	LIMMA_t	trt	1
13355	D1	BRD-K45663104	LINCS	BRD-K45663104	LIMMA_t	trt	1
13356	D1	BRD-K45680746	LINCS	BRD-K45680746	LIMMA_t	trt	1
13357	D1	BRD-K45682001	LINCS	BRD-K45682001	LIMMA_t	trt	1
13358	D1	BRD-K45690206	LINCS	BRD-K45690206	LIMMA_t	trt	1
13359	D1	BRD-K45695360	LINCS	BRD-K45695360	LIMMA_t	trt	1
13360	D1	BRD-K45699165	LINCS	BRD-K45699165	LIMMA_t	trt	1
13361	D1	BRD-K45700898	LINCS	BRD-K45700898	LIMMA_t	trt	1
13362	D1	BRD-K45711268	LINCS	BRD-K45711268	LIMMA_t	trt	1
13363	D1	BRD-K45713168	LINCS	BRD-K45713168	LIMMA_t	trt	1
13364	D1	BRD-K45714982	LINCS	BRD-K45714982	LIMMA_t	trt	1
13365	D1	BRD-K45723650	LINCS	BRD-K45723650	LIMMA_t	trt	1
13366	D1	BRD-K45734366	LINCS	BRD-K45734366	LIMMA_t	trt	1
13367	D1	BRD-K45740917	LINCS	BRD-K45740917	LIMMA_t	trt	1
13368	D1	BRD-K45745416	LINCS	BRD-K45745416	LIMMA_t	trt	1
13369	D1	BRD-K45749103	LINCS	BRD-K45749103	LIMMA_t	trt	1
13370	D1	SD-8-005	LINCS	BRD-K45758869	LIMMA_t	trt	1
13371	D1	BRD-K45760843	LINCS	BRD-K45760843	LIMMA_t	trt	1
13372	D1	artemisinin	LINCS	BRD-K45770447	LIMMA_t	trt	1
13373	D1	BRD-K45785972	LINCS	BRD-K45785972	LIMMA_t	trt	1
13374	D1	BRD-K45788890	LINCS	BRD-K45788890	LIMMA_t	trt	1
13375	D1	BRD-K45794109	LINCS	BRD-K45794109	LIMMA_t	trt	1
13376	D1	BRD-K45803728	LINCS	BRD-K45803728	LIMMA_t	trt	1
13377	D1	BRD-K45807461	LINCS	BRD-K45807461	LIMMA_t	trt	1
13378	D1	BRD-K45835269	LINCS	BRD-K45835269	LIMMA_t	trt	1
13379	D1	BRD-K45845536	LINCS	BRD-K45845536	LIMMA_t	trt	1
13380	D1	BRD-K45850369	LINCS	BRD-K45850369	LIMMA_t	trt	1
13381	D1	BRD-K45850755	LINCS	BRD-K45850755	LIMMA_t	trt	1
13382	D1	BRD-K45853100	LINCS	BRD-K45853100	LIMMA_t	trt	1
13383	D1	BRD-K45853775	LINCS	BRD-K45853775	LIMMA_t	trt	1
13384	D1	YL-53	LINCS	BRD-K45878950	LIMMA_t	trt	1
13385	D1	BRD-K45882653	LINCS	BRD-K45882653	LIMMA_t	trt	1
13386	D1	BRD-K45883686	LINCS	BRD-K45883686	LIMMA_t	trt	1
13387	D1	BRD-K45887240	LINCS	BRD-K45887240	LIMMA_t	trt	1
13388	D1	BRD-K45888106	LINCS	BRD-K45888106	LIMMA_t	trt	1
